crop id,Province,District,id,deviceTimestamp,alt,direction,accuracy,notice,Interviewer's comments,Irrigated/Rainfed,Method of irrigation,Acres of Land Owned,Acres of Land Rented,Main Fertilizer,Number of main crops ,Crop,"Yield, maund",Area for yield,Area Unit,Crop harvesting method,Residue use: animal fodder  (%),Residue use: domestic burning (%),Residue use: sold to industry (%),Residue use: sold to biomass supplier (%),Residue use: fertilizer in the field (%),Residue use: left in field for burning (%),Unit price of Residue (Rs/ton),Residue sold to industry,Willingness to bale the biomass to be sold,Need for a private service provider for the bailing,"Agreement for a cooperative harvesting, baling and transporting arrangement",Need for a bargaining agent,Currently growing crop,Last crop,Second Last Crop,Location 1
2,Khyber Pakhtunkhwa,Dera Ismail Khan,34706,09/07/2015 12:38:55 PM,166,208,2.8,This has orchard of kinows on 8 acres.,done,irrigated,both,2,0,Biofertilizers (animal waste/dung/crop waste),,Wheat,40,1,acre,manual,100%,0%,0%,0%,0%,0%,10000,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(31.512848333333299, 70.777798333333294)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34705,09/07/2015 12:38:44 PM,162.19999999999999,237,2.9,This has orchard of kinows on 8 acres.,done,irrigated,canal water,25,0,Chemical,2,Sugarcane,700,1,acre,manual,50%,40%,10%,0%,0%,0%,30000,None,No,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(31.546125, 70.778808333333302)"
2,Khyber Pakhtunkhwa,Dera Ismail Khan,34705,09/07/2015 12:38:44 PM,162.19999999999999,237,2.9,This has orchard of kinows on 8 acres.,done,irrigated,canal water,25,0,Chemical,,Wheat,30,1,acre,manual,98%,2%,0%,0%,0%,0%,50000,None,No,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(31.546125, 70.778808333333302)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34699,09/07/2015 12:38:15 PM,166.7,62,3.2,This has orchard of kinows on 8 acres.,done,irrigated,tube well,13,0,Biofertilizers (animal waste/dung/crop waste),2,Wheat,40,1,acre,manual,100%,0%,0%,0%,0%,0%,10000,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(31.531034999999999, 70.777691666666698)"
2,Khyber Pakhtunkhwa,Dera Ismail Khan,34699,09/07/2015 12:38:15 PM,166.7,62,3.2,This has orchard of kinows on 8 acres.,done,irrigated,tube well,13,0,Biofertilizers (animal waste/dung/crop waste),,Sugarcane,650,1,acre,manual,70%,30%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(31.531034999999999, 70.777691666666698)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34696,09/07/2015 12:38:03 PM,167.3,0,1.8,This has orchard of kinows on 8 acres.,done,irrigated,canal water,20,0,Chemical,1,Wheat,27,1,acre,both,90%,0%,0%,0%,10%,0%,11000,None,Yes,Yes,Yes,Yes,Wheat,Wheat,Wheat,"(31.638428333333302, 70.800323333333296)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34695,09/07/2015 12:37:56 PM,171.9,17,2.6,This has orchard of kinows on 8 acres.,done,irrigated,tube well,20,0,Biofertilizers (animal waste/dung/crop waste),2,Sugarcane,600,1,acre,manual,70%,30%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(31.531945, 70.779243333333298)"
2,Khyber Pakhtunkhwa,Dera Ismail Khan,34695,09/07/2015 12:37:56 PM,171.9,17,2.6,This has orchard of kinows on 8 acres.,done,irrigated,tube well,20,0,Biofertilizers (animal waste/dung/crop waste),,Wheat,40,1,acre,manual,100%,0%,0%,0%,0%,0%,10000,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(31.531945, 70.779243333333298)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34685,09/07/2015 12:37:21 PM,157.5,256,1.9,This has orchard of kinows on 8 acres.,done,irrigated,canal water,13,0,Chemical,2,Wheat,25,1,acre,both,90%,0%,0%,0%,10%,0%,10000,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Wheat,"(31.64124, 70.801486666666705)"
2,Khyber Pakhtunkhwa,Dera Ismail Khan,34685,09/07/2015 12:37:21 PM,157.5,256,1.9,This has orchard of kinows on 8 acres.,done,irrigated,canal water,13,0,Chemical,,Sugarcane,1000,1,acre,both,20%,0%,60%,0%,20%,0%,3000,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Wheat,"(31.64124, 70.801486666666705)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34684,09/07/2015 12:37:18 PM,158,0,2,This has orchard of kinows on 8 acres.,done,irrigated,canal water,16,0,Chemical,2,Wheat,27,1,acre,both,95%,0%,0%,0%,5%,0%,11000,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Wheat,"(31.641241666666701, 70.801488333333296)"
2,Khyber Pakhtunkhwa,Dera Ismail Khan,34684,09/07/2015 12:37:18 PM,158,0,2,This has orchard of kinows on 8 acres.,done,irrigated,canal water,16,0,Chemical,,Sugarcane,1091,1,acre,both,20%,0%,60%,0%,20%,0%,1500,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Wheat,"(31.641241666666701, 70.801488333333296)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34683,09/07/2015 12:37:11 PM,162.1,33,2.5,This has orchard of kinows on 8 acres.,done,irrigated,both,10,0,Biofertilizers (animal waste/dung/crop waste),3,Mung bean,8,1,acre,manual,0%,100%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,Yes,Wheat,Mung bean,Gram,"(31.533868333333299, 70.767705000000007)"
2,Khyber Pakhtunkhwa,Dera Ismail Khan,34683,09/07/2015 12:37:11 PM,162.1,33,2.5,This has orchard of kinows on 8 acres.,done,irrigated,both,10,0,Biofertilizers (animal waste/dung/crop waste),,Gram,8,1,acre,manual,0%,100%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,Yes,Wheat,Mung bean,Gram,"(31.533868333333299, 70.767705000000007)"
3,Khyber Pakhtunkhwa,Dera Ismail Khan,34683,09/07/2015 12:37:11 PM,162.1,33,2.5,This has orchard of kinows on 8 acres.,done,irrigated,both,10,0,Biofertilizers (animal waste/dung/crop waste),,Wheat,40,1,acre,manual,100%,0%,0%,0%,0%,0%,10000,None,Yes,Yes,Yes,Yes,Wheat,Mung bean,Gram,"(31.533868333333299, 70.767705000000007)"
1,Punjab,Faisalabad,18081,05/04/2015 12:20:16 PM,168.5,193,3.7,No,Done,irrigated,canal water,8,0,Chemical,1,Wheat,32,1,acre,manual,100%,0%,0%,0%,0%,0%,5500,None,Yes,Yes,Yes,No,Wheat,Mung bean,Sugarcane,"(31.081510000000002, 72.962163333333294)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34682,09/07/2015 12:37:13 PM,162.19999999999999,143,2.1,This has orchard of kinows on 8 acres.,done,irrigated,canal water,15,0,Chemical,2,Wheat,25,1,acre,both,90%,0%,0%,0%,10%,0%,10000,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(31.640605000000001, 70.800955000000002)"
2,Khyber Pakhtunkhwa,Dera Ismail Khan,34682,09/07/2015 12:37:13 PM,162.19999999999999,143,2.1,This has orchard of kinows on 8 acres.,done,irrigated,canal water,15,0,Chemical,,Sugarcane,1100,1,acre,both,20%,0%,70%,0%,10%,0%,1500,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(31.640605000000001, 70.800955000000002)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34681,09/07/2015 12:37:04 PM,161.69999999999999,1,2.4,This has orchard of kinows on 8 acres.,done,irrigated,canal water,20,0,Chemical,2,Sugarcane,1000,1,acre,both,20%,0%,70%,0%,10%,0%,1000,Others,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(31.640558333333299, 70.801136666666693)"
2,Khyber Pakhtunkhwa,Dera Ismail Khan,34681,09/07/2015 12:37:04 PM,161.69999999999999,1,2.4,This has orchard of kinows on 8 acres.,done,irrigated,canal water,20,0,Chemical,,Wheat,32,1,acre,both,90%,0%,0%,0%,10%,0%,10000,Others,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(31.640558333333299, 70.801136666666693)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34679,09/07/2015 12:36:57 PM,161.69999999999999,14,2.1,This has orchard of kinows on 8 acres.,done,irrigated,canal water,24,0,Chemical,2,Sugarcane,1000,1,acre,both,20%,0%,60%,0%,20%,0%,2000,Others,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(31.640405000000001, 70.801344999999998)"
2,Khyber Pakhtunkhwa,Dera Ismail Khan,34679,09/07/2015 12:36:57 PM,161.69999999999999,14,2.1,This has orchard of kinows on 8 acres.,done,irrigated,canal water,24,0,Chemical,,Wheat,27,1,acre,both,90%,0%,0%,0%,10%,0%,10000,Others,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(31.640405000000001, 70.801344999999998)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34676,09/07/2015 12:36:40 PM,171.1,207,2.6,This has orchard of kinows on 8 acres.,done,irrigated,canal water,7,0,Chemical,1,Sugarcane,1000,1,acre,both,10%,0%,70%,0%,20%,0%,11000,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Wheat,"(31.64124, 70.799499999999995)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34675,09/07/2015 12:36:36 PM,201,0,3.2,This has orchard of kinows on 8 acres.,done,irrigated,tube well,8,0,Biofertilizers (animal waste/dung/crop waste),2,Sugarcane,600,1,acre,manual,70%,30%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(31.538316666666699, 70.766361666666697)"
2,Punjab,Faisalabad,14304,04/21/2015 01:12:51 PM,149.30000000000001,255,9,done,done,irrigated,both,0,11,Chemical,,Maize,100,1,acre,manual,70%,0%,0%,30%,0%,0%,4000,None,No,No,Yes,No,Wheat,Rice,Maize,"(31.613441309999999, 73.097041509999997)"
2,Khyber Pakhtunkhwa,Dera Ismail Khan,34675,09/07/2015 12:36:36 PM,201,0,3.2,This has orchard of kinows on 8 acres.,done,irrigated,tube well,8,0,Biofertilizers (animal waste/dung/crop waste),,Wheat,40,1,acre,manual,100%,0%,0%,0%,0%,0%,10000,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(31.538316666666699, 70.766361666666697)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34674,09/07/2015 12:36:31 PM,167.5,305,2.6,This has orchard of kinows on 8 acres.,done,irrigated,canal water,23,0,Chemical,2,Wheat,27,1,acre,both,95%,0%,0%,0%,5%,0%,11000,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(31.641169999999999, 70.799589999999995)"
2,Khyber Pakhtunkhwa,Dera Ismail Khan,34674,09/07/2015 12:36:31 PM,167.5,305,2.6,This has orchard of kinows on 8 acres.,done,irrigated,canal water,23,0,Chemical,,Sugarcane,909,1,acre,both,20%,0%,60%,0%,20%,0%,2000,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(31.641169999999999, 70.799589999999995)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34673,09/07/2015 12:36:25 PM,167.6,116,2.4,This has orchard of kinows on 8 acres.,done,irrigated,canal water,17,0,Chemical,2,Wheat,27,1,acre,both,90%,0%,0%,0%,10%,0%,9500,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Wheat,"(31.640993333333299, 70.800146666666706)"
2,Khyber Pakhtunkhwa,Dera Ismail Khan,34673,09/07/2015 12:36:25 PM,167.6,116,2.4,This has orchard of kinows on 8 acres.,done,irrigated,canal water,17,0,Chemical,,Sugarcane,917,1,acre,both,20%,0%,60%,0%,20%,0%,2500,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Wheat,"(31.640993333333299, 70.800146666666706)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34672,09/07/2015 12:36:21 PM,169.8,183,2.6,This has orchard of kinows on 8 acres.,done,irrigated,canal water,8,0,Chemical,2,Sugarcane,800,1,acre,both,20%,0%,60%,0%,20%,0%,2000,Others,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Wheat,"(31.640736666666701, 70.800703333333303)"
2,Khyber Pakhtunkhwa,Dera Ismail Khan,34672,09/07/2015 12:36:21 PM,169.8,183,2.6,This has orchard of kinows on 8 acres.,done,irrigated,canal water,8,0,Chemical,,Wheat,26,1,acre,both,90%,0%,0%,0%,10%,0%,10000,Others,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Wheat,"(31.640736666666701, 70.800703333333303)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34663,09/07/2015 12:17:21 PM,161.4,130,2,This has orchard of kinows on 8 acres.,done,irrigated,canal water,5,0,Chemical,2,Rice,60,1,acre,manual,0%,100%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,No,Rice,Wheat,Rice,"(31.667964999999999, 70.802181666666698)"
2,Khyber Pakhtunkhwa,Dera Ismail Khan,34663,09/07/2015 12:17:21 PM,161.4,130,2,This has orchard of kinows on 8 acres.,done,irrigated,canal water,5,0,Chemical,,Wheat,20,1,acre,manual,100%,0%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,No,Rice,Wheat,Rice,"(31.667964999999999, 70.802181666666698)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34651,09/07/2015 12:16:24 PM,166.4,258,4,This has orchard of kinows on 8 acres.,done,irrigated,canal water,24,0,Chemical,1,Sugarcane,1038,1,acre,manual,100%,0%,0%,0%,0%,0%,700,None,Yes,Yes,Yes,Yes,Sugarcane,Sugarcane,Sugarcane,"(31.488125, 70.744956666666695)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34650,09/07/2015 12:16:21 PM,162.19999999999999,121,2.6,This has orchard of kinows on 8 acres.,done,irrigated,canal water,12,0,Chemical,1,Sugarcane,85,1,acre,manual,100%,0%,0%,0%,0%,0%,750,None,Yes,Yes,Yes,Yes,Sugarcane,Sugarcane,Sugarcane,"(31.481358333333301, 70.743004999999997)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34646,09/07/2015 12:16:13 PM,157.5,34,4,This has orchard of kinows on 8 acres.,done,irrigated,canal water,20,0,Chemical,1,Sugarcane,825,1,acre,manual,100%,0%,0%,0%,0%,0%,750,None,Yes,Yes,Yes,Yes,Sugarcane,Sugarcane,Sugarcane,"(31.461161666666701, 70.736643333333305)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34642,09/07/2015 12:16:06 PM,157.19999999999999,10,3,This has orchard of kinows on 8 acres.,done,irrigated,canal water,13,0,Chemical,1,Sugarcane,700,1,acre,manual,100%,0%,0%,0%,0%,0%,750,None,Yes,Yes,Yes,Yes,Sugarcane,Sugarcane,Sugarcane,"(31.425651666666699, 70.725414999999998)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34641,09/07/2015 12:16:02 PM,161.30000000000001,57,3.1,This has orchard of kinows on 8 acres.,done,irrigated,canal water,18,0,Chemical,1,Sugarcane,667,1,acre,manual,100%,0%,0%,0%,0%,0%,700,None,Yes,Yes,Yes,Yes,Sugarcane,Sugarcane,Sugarcane,"(31.4047983333333, 70.7166316666667)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34640,09/07/2015 12:15:59 PM,165.8,337,3.3,This has orchard of kinows on 8 acres.,done,irrigated,canal water,20,0,Chemical,1,Sugarcane,800,1,acre,manual,100%,0%,0%,0%,0%,0%,750,None,Yes,Yes,Yes,Yes,Sugarcane,Sugarcane,Sugarcane,"(31.370428333333301, 70.699523333333303)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34639,09/07/2015 12:15:55 PM,169.7,263,3.2,This has orchard of kinows on 8 acres.,done,irrigated,canal water,20,0,Chemical,1,Sugarcane,800,1,acre,manual,100%,0%,0%,0%,0%,0%,750,None,Yes,Yes,Yes,Yes,Sugarcane,Sugarcane,Sugarcane,"(31.36908, 70.706490000000002)"
1,Punjab,Faisalabad,18082,05/04/2015 12:20:21 PM,170.2,142,2.4,no,done,irrigated,canal water,4,0,Chemical,1,Wheat,32,1,acre,manual,100%,0%,0%,0%,0%,0%,4500,None,Yes,Yes,Yes,Yes,Wheat,Maize,Sugarcane,"(31.082881666666701, 72.961146666666707)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34638,09/07/2015 12:15:52 PM,165.1,228,1.7,This has orchard of kinows on 8 acres.,done,irrigated,canal water,20,0,Chemical,1,Sugarcane,840,1,acre,manual,100%,0%,0%,0%,0%,0%,600,None,Yes,Yes,Yes,Yes,Sugarcane,Sugarcane,Sugarcane,"(31.368819999999999, 70.710531666666697)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34637,09/07/2015 12:15:47 PM,165.6,262,2.2,This has orchard of kinows on 8 acres.,done,irrigated,canal water,20,0,Chemical,2,Wheat,30,1,acre,manual,100%,0%,0%,0%,0%,0%,50000,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(31.368819999999999, 70.710581666666698)"
2,Khyber Pakhtunkhwa,Dera Ismail Khan,34637,09/07/2015 12:15:47 PM,165.6,262,2.2,This has orchard of kinows on 8 acres.,done,irrigated,canal water,20,0,Chemical,,Sugarcane,800,1,acre,manual,100%,0%,0%,0%,0%,0%,700,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(31.368819999999999, 70.710581666666698)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34636,09/07/2015 12:15:44 PM,161.6,209,1.9,This has orchard of kinows on 8 acres.,done,irrigated,canal water,20,0,Chemical,1,Sugarcane,800,1,acre,manual,100%,0%,0%,0%,0%,0%,800,None,Yes,Yes,Yes,Yes,Sugarcane,Sugarcane,Sugarcane,"(31.368791666666699, 70.710610000000003)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34635,09/07/2015 12:15:40 PM,161,182,2.2,This has orchard of kinows on 8 acres.,done,irrigated,canal water,12,0,Chemical,1,Sugarcane,700,1,acre,manual,100%,0%,0%,0%,0%,0%,650,None,Yes,Yes,Yes,Yes,Sugarcane,Sugarcane,Sugarcane,"(31.368786666666701, 70.710639999999998)"
1,Punjab,Jhang,20865,05/09/2015 12:22:42 PM,144.1,45,2.7,no,done,irrigated,both,5,0,Chemical,1,Wheat,35,1,acre,manual,100%,0%,0%,0%,0%,0%,5000,None,Yes,Yes,Yes,No,Wheat,Rice,Wheat,"(30.7399916666667, 71.9898216666667)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34634,09/07/2015 12:15:36 PM,157.1,296,3.3,This has orchard of kinows on 8 acres.,done,irrigated,canal water,20,0,Chemical,2,Rice,55,1,acre,manual,100%,0%,0%,0%,0%,0%,10000,None,Yes,Yes,Yes,Yes,Rice,Wheat,Rice,"(31.547153333333299, 70.774298333333306)"
2,Khyber Pakhtunkhwa,Dera Ismail Khan,34634,09/07/2015 12:15:36 PM,157.1,296,3.3,This has orchard of kinows on 8 acres.,done,irrigated,canal water,20,0,Chemical,,Wheat,30,1,acre,manual,100%,0%,0%,0%,0%,0%,50000,None,Yes,Yes,Yes,Yes,Rice,Wheat,Rice,"(31.547153333333299, 70.774298333333306)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34633,09/07/2015 12:15:32 PM,154.9,148,3.3,This has orchard of kinows on 8 acres.,done,irrigated,canal water,20,0,Chemical,1,Sugarcane,900,1,acre,manual,100%,0%,0%,0%,0%,0%,700,None,Yes,Yes,Yes,Yes,Sugarcane,Sugarcane,Sugarcane,"(31.546415, 70.775213333333298)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34631,09/07/2015 12:15:24 PM,155.30000000000001,324,2.2,This has orchard of kinows on 8 acres.,done,irrigated,canal water,24,0,Chemical,1,Sugarcane,700,1,acre,manual,100%,0%,0%,0%,0%,0%,750,None,Yes,Yes,Yes,Yes,Sugarcane,Sugarcane,Sugarcane,"(31.546108333333301, 70.779006666666703)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34630,09/07/2015 12:15:19 PM,162.9,165,2.4,This has orchard of kinows on 8 acres.,done,irrigated,canal water,24,0,Chemical,1,Sugarcane,70,1,acre,manual,100%,0%,0%,0%,0%,0%,750,None,Yes,Yes,Yes,Yes,Sugarcane,Sugarcane,Sugarcane,"(31.546306666666698, 70.778773333333305)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34629,09/07/2015 12:15:15 PM,167.1,259,2.1,This has orchard of kinows on 8 acres.,done,irrigated,canal water,25,0,Chemical,2,Sugarcane,700,1,acre,manual,100%,0%,0%,0%,0%,0%,5000,None,Yes,Yes,Yes,Yes,Sugarcane,Rice,Sugarcane,"(31.546144999999999, 70.778813333333304)"
2,Khyber Pakhtunkhwa,Dera Ismail Khan,34629,09/07/2015 12:15:15 PM,167.1,259,2.1,This has orchard of kinows on 8 acres.,done,irrigated,canal water,25,0,Chemical,,Rice,60,1,acre,manual,100%,0%,0%,0%,0%,0%,5000,None,Yes,Yes,Yes,Yes,Sugarcane,Rice,Sugarcane,"(31.546144999999999, 70.778813333333304)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34626,09/07/2015 12:14:08 PM,160.1,0,3.7,This has orchard of kinows on 8 acres.,done,irrigated,tube well,10,0,Biofertilizers (animal waste/dung/crop waste),2,Sugarcane,800,1,acre,manual,70%,30%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(31.512518333333301, 70.782146666666705)"
2,Khyber Pakhtunkhwa,Dera Ismail Khan,34626,09/07/2015 12:14:08 PM,160.1,0,3.7,This has orchard of kinows on 8 acres.,done,irrigated,tube well,10,0,Biofertilizers (animal waste/dung/crop waste),,Wheat,30,1,acre,manual,100%,0%,0%,0%,0%,0%,1000,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(31.512518333333301, 70.782146666666705)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34625,09/07/2015 12:14:06 PM,159,0,2.2,This has orchard of kinows on 8 acres.,done,irrigated,tube well,10,0,Biofertilizers (animal waste/dung/crop waste),2,Sugarcane,800,1,acre,manual,70%,30%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(31.512526666666702, 70.782256666666697)"
2,Khyber Pakhtunkhwa,Dera Ismail Khan,34625,09/07/2015 12:14:06 PM,159,0,2.2,This has orchard of kinows on 8 acres.,done,irrigated,tube well,10,0,Biofertilizers (animal waste/dung/crop waste),,Wheat,30,1,acre,manual,100%,0%,0%,0%,0%,0%,10000,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(31.512526666666702, 70.782256666666697)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34622,09/07/2015 12:13:55 PM,159.9,202,2.5,This has orchard of kinows on 8 acres.,done,irrigated,tube well,10,0,Biofertilizers (animal waste/dung/crop waste),2,Sugarcane,800,1,acre,manual,70%,30%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(31.531348333333298, 70.776483333333303)"
2,Khyber Pakhtunkhwa,Dera Ismail Khan,34622,09/07/2015 12:13:55 PM,159.9,202,2.5,This has orchard of kinows on 8 acres.,done,irrigated,tube well,10,0,Biofertilizers (animal waste/dung/crop waste),,Wheat,30,1,acre,manual,100%,0%,0%,0%,0%,0%,10000,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(31.531348333333298, 70.776483333333303)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34621,09/07/2015 12:13:52 PM,166.9,0,2.8,This has orchard of kinows on 8 acres.,done,irrigated,tube well,14,0,Biofertilizers (animal waste/dung/crop waste),2,Sugarcane,800,1,acre,manual,70%,30%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(31.531894999999999, 70.778971666666706)"
2,Khyber Pakhtunkhwa,Dera Ismail Khan,34621,09/07/2015 12:13:52 PM,166.9,0,2.8,This has orchard of kinows on 8 acres.,done,irrigated,tube well,14,0,Biofertilizers (animal waste/dung/crop waste),,Wheat,30,1,acre,manual,100%,0%,0%,0%,0%,0%,1000,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(31.531894999999999, 70.778971666666706)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34620,09/07/2015 12:13:48 PM,168.9,300,2.9,This has orchard of kinows on 8 acres.,done,irrigated,tube well,15,0,Biofertilizers (animal waste/dung/crop waste),2,Sugarcane,800,1,acre,manual,70%,30%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(31.530843333333301, 70.7775033333333)"
2,Khyber Pakhtunkhwa,Dera Ismail Khan,34620,09/07/2015 12:13:48 PM,168.9,300,2.9,This has orchard of kinows on 8 acres.,done,irrigated,tube well,15,0,Biofertilizers (animal waste/dung/crop waste),,Wheat,30,1,acre,manual,100%,0%,0%,0%,0%,0%,10000,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(31.530843333333301, 70.7775033333333)"
1,Punjab,Faisalabad,18079,05/04/2015 12:20:04 PM,170.4,86,2.6,No,Done,irrigated,both,5,0,Chemical,1,Wheat,37,1,acre,manual,100%,0%,0%,0%,0%,0%,4500,None,Yes,Yes,Yes,No,Wheat,Maize,Sugarcane,"(31.083563333333299, 72.965348333333296)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34619,09/07/2015 12:13:45 PM,148.30000000000001,0,2.9,This has orchard of kinows on 8 acres.,done,irrigated,tube well,16,0,Biofertilizers (animal waste/dung/crop waste),2,Sugarcane,800,1,acre,manual,70%,30%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(31.531168333333301, 70.772451666666697)"
2,Khyber Pakhtunkhwa,Dera Ismail Khan,34619,09/07/2015 12:13:45 PM,148.30000000000001,0,2.9,This has orchard of kinows on 8 acres.,done,irrigated,tube well,16,0,Biofertilizers (animal waste/dung/crop waste),,Wheat,30,1,acre,manual,100%,0%,0%,0%,0%,0%,10000,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(31.531168333333301, 70.772451666666697)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34618,09/07/2015 12:13:41 PM,166.2,11,2.7,This has orchard of kinows on 8 acres.,done,irrigated,tube well,18,0,Biofertilizers (animal waste/dung/crop waste),2,Sugarcane,800,1,acre,manual,70%,30%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(31.534238333333299, 70.767060000000001)"
2,Khyber Pakhtunkhwa,Dera Ismail Khan,34618,09/07/2015 12:13:41 PM,166.2,11,2.7,This has orchard of kinows on 8 acres.,done,irrigated,tube well,18,0,Biofertilizers (animal waste/dung/crop waste),,Wheat,30,1,acre,manual,100%,0%,0%,0%,0%,0%,10000,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(31.534238333333299, 70.767060000000001)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34617,09/07/2015 12:13:37 PM,152,32,2.3,This has orchard of kinows on 8 acres.,done,irrigated,tube well,18,0,Biofertilizers (animal waste/dung/crop waste),2,Sugarcane,800,1,acre,manual,70%,30%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(31.532715, 70.765946666666693)"
